loc_id,borough_name,zone_name,service_zone,total_pickups,total_dropoffs,total_activity,overall_avg_fare,overall_avg_dist,airport_ratio,cross_borough_ratio,Morning Rush_pickups,Morning Rush_dropoffs,Morning Rush_pickup_share,Morning Rush_net_flow,Midday_pickups,Midday_dropoffs,Midday_pickup_share,Midday_net_flow,Evening Rush_pickups,Evening Rush_dropoffs,Evening Rush_pickup_share,Evening Rush_net_flow,Late Night_pickups,Late Night_dropoffs,Late Night_pickup_share,Late Night_net_flow,Overnight_pickups,Overnight_dropoffs,Overnight_pickup_share,Overnight_net_flow,tidal_reversal,raw_cluster,hierarchical_cluster,cluster_id,cluster_name,cluster_tag,cluster_desc
48,Manhattan,Clinton East,Yellow Zone,7108.0,6895.0,14003.0,15.391093134496343,2.3577729319077094,0.020540236353404615,0.06344963421496905,962.0,533.0,0.1353404612614794,-0.28695651981968884,1837.0,2102.0,0.25844119265835513,0.06727595819427276,1635.0,2100.0,0.2300225095244478,0.12449799163454352,2297.0,1870.0,0.32315700573556977,-0.1024718020099069,377.0,290.0,0.05303882941328246,-0.13043478065315173,-0.41145451145423234,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
49,Brooklyn,Clinton Hill,Boro Zone,112.0,459.0,571.0,27.146785714285716,6.138928571428571,0.0,0.41964285714285715,29.0,38.0,0.25892854830995105,0.13432833815994952,54.0,94.0,0.4821428140943916,0.27027025200876675,22.0,107.0,0.1964285538903077,0.6589146776035133,6.0,205.0,0.05357142378826573,0.9431279173873025,1.0,15.0,0.008928570631377622,0.8749994531253418,-0.5245863394435638,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
50,Manhattan,Clinton West,Yellow Zone,1516.0,2952.0,4468.0,15.83810686015831,2.5811477572559367,0.018469656992084433,0.06200527704485488,260.0,337.0,0.17150395665234858,0.12897822229517217,530.0,964.0,0.34960421932978747,0.29049531264728706,362.0,801.0,0.23878627810826994,0.37747205178441917,312.0,756.0,0.20580474798281828,0.4157303331860456,52.0,94.0,0.03430079133046972,0.2876712131732046,-0.248493829489247,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
51,Bronx,Co-Op City,Boro Zone,62.0,118.0,180.0,43.74677419354839,12.859516129032258,0.0,0.9032258064516129,25.0,13.0,0.40322574141520295,-0.31578939058173927,21.0,46.0,0.3387096227887705,0.37313427266652643,2.0,35.0,0.032258059313216236,0.8918916508400943,1.0,22.0,0.016129029656608118,0.9130430812856168,13.0,2.0,0.20967738553590554,-0.7333328444447704,-1.2076810414218335,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
52,Brooklyn,Cobble Hill,Boro Zone,46.0,243.0,289.0,23.20434782608696,4.448913043478261,0.021739130434782608,0.34782608695652173,7.0,18.0,0.1521738799622,0.4399998240000704,21.0,52.0,0.4565216398866,0.4246574760743183,12.0,69.0,0.26086950850662854,0.7037036168267139,4.0,97.0,0.08695650283554286,0.9207919880403972,2.0,7.0,0.04347825141777143,0.5555549382722909,-0.26370379282664347,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
53,Queens,College Point,Boro Zone,13.0,38.0,51.0,32.03076923076923,7.391538461538461,0.0,0.6153846153846154,1.0,5.0,0.07692301775152481,0.6666655555574075,5.0,10.0,0.38461508875762407,0.3333331111112593,5.0,7.0,0.38461508875762407,0.16666652777789354,2.0,14.0,0.15384603550304962,0.749999531250293,0.0,2.0,0.0,0.9999950000249999,0.49999902777951394,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
54,Brooklyn,Columbia Street,Boro Zone,9.0,74.0,83.0,24.322222222222223,4.736666666666666,0.0,0.5555555555555556,1.0,1.0,0.11111098765445816,0.0,5.0,6.0,0.5555549382722909,0.09090900826453795,1.0,29.0,0.11111098765445816,0.933333022222326,2.0,38.0,0.22222197530891633,0.8999997750000561,0.0,0.0,0.0,0.0,-0.933333022222326,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
55,Brooklyn,Coney Island,Boro Zone,97.0,129.0,226.0,43.305154639175264,12.024432989690723,0.0,0.4742268041237113,33.0,26.0,0.34020615049421127,-0.11864404768744954,39.0,55.0,0.4020618142204315,0.17021274784970766,16.0,28.0,0.16494843660325395,0.27272721074381573,5.0,16.0,0.05154638643851686,0.523809274376536,4.0,4.0,0.04123710915081349,0.0,-0.3913712584312653,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
56,Queens,Corona,Boro Zone,61.0,145.0,206.0,39.020327868852455,8.390983606557377,0.01639344262295082,0.8032786885245902,20.0,21.0,0.327868798710033,0.024390237953600496,15.0,32.0,0.24590159903252473,0.3617020507016913,9.0,21.0,0.14754095941951484,0.3999998666667111,9.0,59.0,0.14754095941951484,0.7352940095155868,8.0,12.0,0.13114751948401318,0.19999990000005,-0.3756096287131106,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
57,Queens,Corona,Boro Zone,3.0,6.0,9.0,56.1,8.856666666666667,0.0,0.6666666666666666,0.0,1.0,0.0,0.9999900000999989,0.0,2.0,0.0,0.9999950000249999,2.0,1.0,0.6666644444518518,-0.3333322222259259,1.0,2.0,0.3333322222259259,0.3333322222259259,0.0,0.0,0.0,0.0,1.333322222325925,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
58,Bronx,Country Club,Boro Zone,3.0,7.0,10.0,36.5,8.833333333333334,0.0,0.6666666666666666,1.0,0.0,0.3333322222259259,-0.9999900000999989,1.0,1.0,0.3333322222259259,0.0,1.0,3.0,0.3333322222259259,0.49999875000312505,0.0,3.0,0.0,0.9999966666777778,0.0,0.0,0.0,0.0,-1.499988750103124,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
59,Bronx,Crotona Park,Boro Zone,1.0,6.0,7.0,63.2,14.75,0.0,1.0,1.0,3.0,0.9999900000999989,0.49999875000312505,0.0,2.0,0.0,0.9999950000249999,0.0,1.0,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999912500968739,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
60,Bronx,Crotona Park East,Boro Zone,25.0,29.0,54.0,35.736,8.7556,0.0,0.8,9.0,4.0,0.3599998560000576,-0.38461508875762407,11.0,8.0,0.4399998240000704,-0.15789465373965592,3.0,11.0,0.1199999520000192,0.5714281632655976,1.0,4.0,0.0399999840000064,0.5999988000024,1.0,2.0,0.0399999840000064,0.3333322222259259,-0.9560432520232217,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
61,Brooklyn,Crown Heights North,Boro Zone,212.0,574.0,786.0,29.067924528301884,5.957830188679245,0.0047169811320754715,0.4481132075471698,62.0,74.0,0.29245281639373505,0.08823528762975826,99.0,164.0,0.46698111004806087,0.24714827957611107,26.0,126.0,0.12264150364898567,0.6578946935595597,13.0,177.0,0.061320751824492835,0.8631578493074816,12.0,33.0,0.05660377091491647,0.466666562962986,-0.5696594059298014,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
62,Brooklyn,Crown Heights South,Boro Zone,62.0,214.0,276.0,26.293548387096774,5.0962903225806455,0.016129032258064516,0.41935483870967744,24.0,36.0,0.38709671175859484,0.19999996666667222,24.0,68.0,0.38709671175859484,0.4782608175803459,6.0,41.0,0.09677417793964871,0.7446806926211291,2.0,63.0,0.032258059313216236,0.9384613940828624,6.0,6.0,0.09677417793964871,0.0,-0.5446807259544569,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
63,Brooklyn,Cypress Hills,Boro Zone,39.0,97.0,136.0,30.564102564102566,5.838974358974359,0.02564102564102564,0.5641025641025641,12.0,14.0,0.30769222879686436,0.07692304733728948,15.0,41.0,0.38461528599608047,0.4642856313775658,8.0,13.0,0.20512815253124292,0.2380951247166073,1.0,21.0,0.025641019066405365,0.9090904958679564,3.0,8.0,0.07692305719921609,0.45454504132268975,-0.16117207737931782,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
64,Queens,Douglaston,Boro Zone,3.0,43.0,46.0,27.900000000000002,6.733333333333334,0.0,0.3333333333333333,0.0,3.0,0.0,0.9999966666777778,3.0,7.0,0.9999966666777778,0.3999996000004,0.0,15.0,0.0,0.9999993333337778,0.0,17.0,0.0,0.9999994117650519,0.0,1.0,0.0,0.9999900000999989,-2.6666560000165873e-06,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
65,Brooklyn,Downtown Brooklyn/MetroTech,Boro Zone,173.0,485.0,658.0,26.127456647398844,5.332774566473988,0.03468208092485549,0.5144508670520231,22.0,71.0,0.12716762270707382,0.5268816637761652,77.0,134.0,0.4450866794747584,0.27014216729184043,41.0,117.0,0.23699420595409212,0.4810126277840109,31.0,133.0,0.1791907410872404,0.6219511815883426,2.0,30.0,0.011560692973370349,0.8749997265625854,0.045869035992154306,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
66,Brooklyn,DUMBO/Vinegar Hill,Boro Zone,130.0,448.0,578.0,25.576076923076922,4.524692307692308,0.03076923076923077,0.6307692307692307,10.0,31.0,0.07692307100591761,0.5121949970256104,44.0,152.0,0.3384615124260375,0.5510203800499806,43.0,113.0,0.33076920532544574,0.44871791995397947,33.0,139.0,0.2538461343195281,0.6162790339372655,0.0,13.0,0.0,0.9999992307698226,0.06347707707163097,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
67,Brooklyn,Dyker Heights,Boro Zone,13.0,52.0,65.0,29.99230769230769,6.66,0.0,0.5384615384615384,7.0,5.0,0.5384611242606736,-0.16666652777789354,5.0,19.0,0.38461508875762407,0.583333090277879,0.0,12.0,0.0,0.9999991666673611,1.0,13.0,0.07692301775152481,0.8571422448983965,0.0,3.0,0.0,0.9999966666777778,-1.1666656944452547,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
68,Manhattan,East Chelsea,Yellow Zone,8149.0,7743.0,15892.0,16.998988832985642,2.4196294023806604,0.01288501656644987,0.06430236838875936,742.0,1085.0,0.09105411695784255,0.1877394625739493,2816.0,2622.0,0.3455638724437798,-0.03567488040515837,2313.0,1980.0,0.2838385074440563,-0.07756813399122262,2074.0,1811.0,0.25450975548593724,-0.06769626752201732,204.0,245.0,0.025033746441239728,0.09131402914668087,0.2653075965651719,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
69,Bronx,East Concourse/Concourse Village,Boro Zone,100.0,132.0,232.0,31.195,7.340800000000001,0.0,0.84,42.0,25.0,0.41999995800000417,-0.25373130541323796,42.0,43.0,0.41999995800000417,0.011764704498270058,9.0,42.0,0.0899999910000009,0.6470586966551575,4.0,19.0,0.0399999960000004,0.6521736294897263,3.0,3.0,0.0299999970000003,0.0,-0.9007900020683954,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
70,Queens,East Elmhurst,Boro Zone,989.0,145.0,1134.0,44.94979777553084,9.532780586450961,0.025278058645096056,0.8705763397371082,99.0,17.0,0.10010111122243569,-0.7068964907847852,354.0,43.0,0.35793730679537605,-0.7833752951290858,225.0,35.0,0.22750252550553565,-0.730769202662723,307.0,43.0,0.3104145570231086,-0.7542856927346946,4.0,7.0,0.004044489342320634,0.2727270247936138,0.023872711877937824,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
71,Brooklyn,East Flatbush/Farragut,Boro Zone,94.0,116.0,210.0,30.559574468085106,7.005212765957447,0.0,0.40425531914893614,37.0,26.0,0.393616979402449,-0.17460314688838938,42.0,50.0,0.4468084631054826,0.08695651228733561,3.0,21.0,0.03191489022182019,0.7499996875001302,3.0,19.0,0.03191489022182019,0.7272723966943652,9.0,0.0,0.09574467066546057,-0.9999988888901234,-0.9246028343885196,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
72,Brooklyn,East Flatbush/Remsen Village,Boro Zone,106.0,154.0,260.0,30.43584905660377,6.852452830188679,0.009433962264150943,0.4716981132075472,34.0,25.0,0.32075468672125595,-0.15254234702672084,49.0,68.0,0.46226410733357476,0.1623931485134061,8.0,28.0,0.0754716909932367,0.5555554012346107,6.0,27.0,0.05660376824492752,0.6363634435262292,9.0,6.0,0.08490565236739128,-0.19999986666675557,-0.7080977482613315,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
73,Queens,East Flushing,Boro Zone,11.0,22.0,33.0,37.845454545454544,10.052727272727273,0.0,0.8181818181818182,2.0,2.0,0.1818180165290759,0.0,4.0,9.0,0.3636360330581518,0.38461508875762407,1.0,6.0,0.09090900826453795,0.7142846938790088,2.0,5.0,0.1818180165290759,0.4285708163274053,2.0,0.0,0.1818180165290759,-0.9999950000249999,-0.7142846938790088,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
74,Manhattan,East Harlem North,Boro Zone,709.0,1764.0,2473.0,18.84358251057828,3.345994358251058,0.018335684062059238,0.17348377997179126,138.0,298.0,0.19464033575965678,0.36697246864742045,288.0,593.0,0.40620591810710976,0.34619749890808743,150.0,455.0,0.211565582347453,0.5041322230721946,106.0,372.0,0.1495063448588668,0.5564853440065828,27.0,46.0,0.03808180482254154,0.26027393694877576,-0.13715975442477418,2,0,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
75,Manhattan,East Harlem South,Boro Zone,1733.0,3383.0,5116.0,16.704345066358915,2.8921581073283322,0.019042123485285632,0.10502019619157531,290.0,703.0,0.16733987208690207,0.41591137546917045,806.0,1195.0,0.46508943759325194,0.19440279762917143,439.0,674.0,0.253317944297069,0.21114105830061944,162.0,683.0,0.09347951475199356,0.6165680400406149,36.0,128.0,0.020773225500443016,0.5609755755502698,0.204770317168551,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
76,Brooklyn,East New York,Boro Zone,240.0,302.0,542.0,32.36475,7.182416666666667,0.0,0.4625,70.0,46.0,0.2916666545138894,-0.20689653388822984,130.0,136.0,0.5416666440972232,0.02255639012945902,19.0,63.0,0.0791666633680557,0.5365853004164267,6.0,47.0,0.024999998958333377,0.7735847597009887,15.0,10.0,0.062499997395833444,-0.199999920000032,-0.7434818343046565,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
77,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,59.0,84.0,143.0,35.925423728813556,8.507118644067797,0.0,0.576271186440678,29.0,18.0,0.4915253404194338,-0.23404250339521201,22.0,31.0,0.3728812927319843,0.16981128871485118,2.0,25.0,0.0338982993392713,0.8518515363512829,1.0,8.0,0.01694914966963565,0.7777769135812072,5.0,2.0,0.08474574834817825,-0.4285708163274053,-1.085894039746495,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
78,Bronx,East Tremont,Boro Zone,47.0,59.0,106.0,32.295744680851065,7.9040425531914895,0.0,0.7872340425531915,23.0,5.0,0.4893615980081706,-0.6428569132653881,14.0,28.0,0.29787227704845165,0.33333325396827285,4.0,14.0,0.08510636487098619,0.5555552469137517,4.0,8.0,0.08510636487098619,0.33333305555578707,2.0,4.0,0.042553182435493095,0.33333277777870374,-1.1984121601791398,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
79,Manhattan,East Village,Yellow Zone,6091.0,5550.0,11641.0,14.989180758496143,2.337164669184042,0.009029715974388442,0.07781973403382039,404.0,237.0,0.06632736813934105,-0.2605304171524116,1161.0,1128.0,0.19060909507370039,-0.014416775821682935,1018.0,1623.0,0.16713183357883463,0.22907989311215488,2815.0,2238.0,0.4621572804758541,-0.11418959011638712,693.0,324.0,0.11377442109050334,-0.36283185483941144,-0.4896103102645665,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
80,Brooklyn,East Williamsburg,Boro Zone,68.0,392.0,460.0,28.496323529411764,4.942941176470589,0.04411764705882353,0.5588235294117647,6.0,35.0,0.08823528114187042,0.7073169006544144,23.0,61.0,0.33823524437716995,0.4523808985260835,10.0,98.0,0.14705880190311735,0.8148147393690056,21.0,170.0,0.30882348399654647,0.7801046711987083,8.0,28.0,0.11764704152249389,0.5555554012346107,-0.10749783871459118,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
81,Bronx,Eastchester,Boro Zone,30.0,40.0,70.0,44.43333333333333,12.473333333333333,0.0,0.9666666666666667,13.0,4.0,0.433333188888937,-0.5294114532873805,9.0,14.0,0.29999990000003335,0.21739120982990878,5.0,14.0,0.16666661111112963,0.4736839612189678,3.0,7.0,0.09999996666667778,0.3999996000004,0.0,1.0,0.0,0.9999900000999989,-1.0030954145063482,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
82,Queens,Elmhurst,Boro Zone,66.0,253.0,319.0,33.18212121212121,6.12939393939394,0.030303030303030304,0.6363636363636364,14.0,35.0,0.21212117998163937,0.4285713411078895,30.0,50.0,0.4545453856749415,0.2499999687500039,11.0,33.0,0.16666664141414522,0.49999988636366216,7.0,107.0,0.10606058999081969,0.8771929055093942,4.0,28.0,0.06060605142332554,0.7499997656250732,-0.07142854525577264,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
83,Queens,Elmhurst/Maspeth,Boro Zone,26.0,56.0,82.0,43.20884615384615,4.5284615384615385,0.34615384615384615,0.46153846153846156,1.0,6.0,0.03846152366864474,0.7142846938790088,14.0,13.0,0.5384613313610264,-0.03703702331962099,7.0,10.0,0.2692306656805132,0.1764704844291268,2.0,21.0,0.07692304733728948,0.8260865973536533,2.0,6.0,0.07692304733728948,0.4999993750007813,0.537814209449882,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
84,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,4,Outer-Borough & Low-Density Periphery,🌳 Outer Boroughs & Peripheral Transit Connectors,"Lower trip density, balanced off-peak demand, high cross-borough connection requirement to central urban cores."
85,Brooklyn,Erasmus,Boro Zone,39.0,87.0,126.0,30.2,7.357179487179487,0.0,0.5641025641025641,12.0,24.0,0.30769222879686436,0.3333332407407664,18.0,31.0,0.4615383431952966,0.265306068304884,7.0,11.0,0.17948713346483755,0.2222220987655007,2.0,19.0,0.05128203813281073,0.8095234240364647,0.0,2.0,0.0,0.9999950000249999,0.11111114197526573,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
86,Queens,Far Rockaway,Boro Zone,62.0,85.0,147.0,52.983870967741936,16.225806451612904,0.016129032258064516,0.9032258064516129,22.0,15.0,0.3548386524453786,-0.1891891380569897,28.0,25.0,0.4516128303850273,-0.056603762904950394,4.0,17.0,0.06451611862643247,0.619047324263179,2.0,23.0,0.032258059313216236,0.8399996640001344,6.0,5.0,0.09677417793964871,-0.09090900826453795,-0.8082364623201687,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
87,Manhattan,Financial District North,Yellow Zone,1538.0,2401.0,3939.0,23.262288686605984,4.471547464239272,0.04031209362808843,0.16319895968790638,119.0,229.0,0.07737321146051228,0.3160919449398867,426.0,608.0,0.27698309312754815,0.17601547218553704,456.0,582.0,0.29648894475624876,0.1213872820675599,498.0,855.0,0.32379713703642954,0.26385809117621517,39.0,127.0,0.02535760711731075,0.530120449992744,0.1947046628723268,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
88,Manhattan,Financial District South,Yellow Zone,868.0,1204.0,2072.0,24.60707373271889,4.698928571428572,0.021889400921658985,0.15092165898617513,60.0,265.0,0.06912442316676932,0.6307692113609474,292.0,438.0,0.33640552607827734,0.199999997260274,271.0,238.0,0.31221197796990807,-0.06483300462017673,232.0,223.0,0.26728110291150803,-0.019780219345489687,13.0,40.0,0.014976958352800019,0.5094338661445535,0.6956022159811242,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
89,Brooklyn,Flatbush/Ditmas Park,Boro Zone,158.0,381.0,539.0,32.05379746835443,7.213164556962026,0.0,0.4810126582278481,57.0,38.0,0.3607594708380082,-0.19999997894737062,63.0,133.0,0.39873415197885115,0.35714283892128373,21.0,73.0,0.13291138399295038,0.55319143051155,11.0,117.0,0.0696202487582121,0.8281249353027395,6.0,20.0,0.037974681140842965,0.5384613313610264,-0.7531914094589206,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
90,Manhattan,Flatiron,Yellow Zone,4501.0,4406.0,8907.0,14.533370362141746,2.071064207953788,0.01866251944012442,0.05532103976894023,505.0,350.0,0.11219728924195227,-0.18128654758729185,1425.0,1277.0,0.31659631122729104,-0.05477424110002131,1183.0,1255.0,0.2628304815311476,0.029532403488382264,1195.0,1363.0,0.2654965557309563,0.06567630936013952,193.0,161.0,0.04287936004692433,-0.09039547767244414,-0.2108189510756741,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
91,Brooklyn,Flatlands,Boro Zone,112.0,152.0,264.0,32.855357142857144,8.049821428571429,0.008928571428571428,0.4375,44.0,31.0,0.3928571077806154,-0.17333331022222528,46.0,62.0,0.4107142490433706,0.1481481344307283,7.0,29.0,0.06249999441964335,0.6111109413580718,3.0,26.0,0.026785711894132865,0.7931031747920088,12.0,4.0,0.10714284757653146,-0.4999996875001953,-0.7844442515802971,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
92,Queens,Flushing,Boro Zone,31.0,190.0,221.0,38.66451612903226,8.852903225806452,0.03225806451612903,0.6129032258064516,8.0,21.0,0.258064432882441,0.4482757074911354,8.0,61.0,0.258064432882441,0.7681158307078506,6.0,44.0,0.19354832466183075,0.7599998480000304,6.0,60.0,0.19354832466183075,0.8181816942148947,3.0,4.0,0.09677416233091538,0.14285693877580175,-0.311724140508895,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
93,Queens,Flushing Meadows-Corona Park,Boro Zone,156.0,325.0,481.0,53.2698717948718,9.644294871794871,0.08333333333333333,0.7243589743589743,9.0,67.0,0.05769230399408307,0.7631577943213428,13.0,54.0,0.08333332799145333,0.6119402071731034,38.0,40.0,0.24358972797501743,0.02564102235371508,89.0,129.0,0.5705127839414882,0.18348623011531054,7.0,35.0,0.044871791995397946,0.6666665079365457,0.7375167719676277,2,0,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
94,Bronx,Fordham South,Boro Zone,20.0,28.0,48.0,34.45,7.82,0.0,0.9,9.0,4.0,0.4499997750001125,-0.38461508875762407,8.0,9.0,0.3999998000001,0.058823494809708936,1.0,6.0,0.0499999750000125,0.7142846938790088,0.0,8.0,0.0,0.9999987500015626,2.0,1.0,0.099999950000025,-0.3333322222259259,-1.098899782636633,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
